23.229999542236328,1.4057496786117554,2.076174736022949,Wed Apr 13 11:09:00 2022,0:00:24.955025,8.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
Wed Apr 13 11:10:12 2022,0:00:06.772613,1.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
2.076174736022949,Wed Apr 13 11:10:13 2022,0:00:08.579542,4.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
1.4057496786117554,2.076174736022949,Wed Apr 13 11:10:15 2022,0:00:10.327588,5.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
23.229999542236328,1.4057496786117554,2.076174736022949,Wed Apr 13 11:10:17 2022,0:00:11.837868,8.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
Wed Apr 13 11:10:59 2022,0:00:08.062912,1.0,0.14541995525360107,23.229999542236328,1.412784218788147,2.086564064025879
2.086564064025879,Wed Apr 13 11:11:04 2022,0:00:12.970035,3.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
1.4057496786117554,2.076174736022949,Wed Apr 13 11:11:06 2022,0:00:15.112331,5.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
23.229999542236328,1.4057496786117554,2.076174736022949,Wed Apr 13 11:11:09 2022,0:00:17.749091,7.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
Wed Apr 13 11:12:13 2022,0:00:03.986525,1.0,0.14469586312770844,23.229999542236328,1.4057496786117554,2.076174736022949
2.076174736022949,Wed Apr 13 11:12:15 2022,0:00:05.425457,3.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
1.4066694974899292,2.0763401985168457,Wed Apr 13 11:12:16 2022,0:00:06.805992,5.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
23.25,1.4066694974899292,2.0763401985168457,Wed Apr 13 11:12:18 2022,0:00:08.349446,7.0,0.1455201953649521,23.25,1.4137080907821655,2.0867295265197754
Wed Apr 13 11:12:50 2022,0:00:04.190970,1.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
2.0763401985168457,Wed Apr 13 11:12:52 2022,0:00:05.611425,3.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
1.4066694974899292,2.0763401985168457,Wed Apr 13 11:12:53 2022,0:00:07.069561,5.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
23.25,1.4066694974899292,2.0763401985168457,Wed Apr 13 11:12:54 2022,0:00:08.441698,7.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
Wed Apr 13 11:14:54 2022,0:00:10.706815,0.1,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
2.0763401985168457,Wed Apr 13 11:15:01 2022,0:00:18.039856,1.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
1.4066694974899292,2.0763401985168457,Wed Apr 13 11:15:06 2022,0:00:22.796234,5.0,0.14479567110538483,23.25,1.4066694974899292,2.0763401985168457
23.25,1.4066694974899292,2.0763401985168457,Wed Apr 13 11:15:10 2022,0:00:27.295361,10.0,0.1455201953649521,23.25,1.4137080907821655,2.0867295265197754
Wed Apr 13 11:25:28 2022,0:00:06.071000,1.0,0.14577163755893707,23.299999237060547,1.4160250425338745,2.087146282196045
2.087146282196045,Wed Apr 13 11:25:29 2022,0:00:07.699676,4.0,0.14577163755893707,23.299999237060547,1.4160250425338745,2.087146282196045
1.4160250425338745,2.087146282196045,Wed Apr 13 11:25:31 2022,0:00:09.570947,6.0,0.14577163755893707,23.299999237060547,1.4160250425338745,2.087146282196045
23.299999237060547,1.4160250425338745,2.087146282196045,Wed Apr 13 11:25:33 2022,0:00:11.168153,8.0,0.14577163755893707,23.299999237060547,1.4160250425338745,2.087146282196045

Slope,R^2
-2.566003873388924e-18,1.0
