Timestamp,Time since start,Probe,pCo2,Temp in C,mbar,DLI
Wed Apr 13 13:46:20 2022,0:01:01.181426,5.0,0.16677428036928177,23.729999542236328,1.6187918782234192,2.356488823890686
Wed Apr 13 13:47:54 2022,0:02:34.623120,10.0,0.18438787013292313,23.604999542236328,1.790163278579712,2.6154351234436035

Slope,R^2
0.003522717952728271,1.0
