Wed May 18 08:07:25 2022,0:00:50.296529,0.2565533879661332,24.43000030517578,1.1758921146392822,1.676842451095581
Wed May 18 08:08:23 2022,0:01:47.714366,0.2565540030053654,24.43000030517578,1.1700607538223267,1.6685266494750977
Wed May 18 08:09:20 2022,0:02:45.104443,0.2565537183805141,24.43000030517578,1.1727705001831055,1.672640085220337
Wed May 18 08:10:18 2022,0:03:42.468936,0.25655343375566275,24.420000076293945,1.1754802465438843,1.6767535209655762
Wed May 18 08:11:15 2022,0:04:39.927119,0.25655378692388237,24.420000076293945,1.1721537709236145,1.6725069880485535
Wed May 18 08:12:12 2022,0:05:37.264695,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:13:10 2022,0:06:34.650184,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:14:07 2022,0:07:32.025572,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:15:05 2022,0:08:29.396479,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:16:02 2022,0:09:26.745020,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:16:59 2022,0:10:24.121233,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:17:57 2022,0:11:21.501367,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:18:54 2022,0:12:18.887265,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:19:51 2022,0:13:16.274459,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:20:49 2022,0:14:13.644246,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:21:46 2022,0:15:11.033579,0.25655374117624974,24.420000076293945,1.1725654006004333,1.6725957989692688
Wed May 18 08:22:44 2022,0:16:08.394947,0.2565540485968368,24.420000076293945,1.1696505546569824,1.6684380769729614
Wed May 18 08:23:41 2022,0:17:05.722738,0.2565533879661332,24.43000030517578,1.1758921146392822,1.676842451095581
Wed May 18 08:24:38 2022,0:18:03.111154,0.2565536954857493,24.43000030517578,1.1729764342308044,1.6726845502853394
Wed May 18 08:25:36 2022,0:19:00.484944,0.2565537183805141,24.425000190734863,1.1727705001831055,1.672640085220337
Wed May 18 08:26:33 2022,0:19:57.816143,0.25655343375566275,24.420000076293945,1.1754802465438843,1.6767535209655762
Wed May 18 08:27:30 2022,0:20:55.149957,0.25655343375566275,24.420000076293945,1.1754802465438843,1.6767535209655762
Wed May 18 08:28:28 2022,0:21:52.475746,0.25655352525092795,24.399999618530273,1.1746569871902466,1.6765758991241455
Wed May 18 08:29:25 2022,0:22:49.818867,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:30:22 2022,0:23:47.210163,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:31:20 2022,0:24:44.566801,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:32:17 2022,0:25:41.974446,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:33:14 2022,0:26:39.317702,0.2565540146260487,24.35999870300293,1.1701050996780396,1.672064185142517
Wed May 18 08:34:12 2022,0:27:36.677957,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:35:09 2022,0:28:34.080583,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:36:07 2022,0:29:31.432412,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:37:04 2022,0:30:28.840961,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:38:01 2022,0:31:26.231123,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:38:59 2022,0:32:23.605735,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:39:56 2022,0:33:20.993372,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:40:53 2022,0:34:18.337857,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:41:51 2022,0:35:15.680759,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:42:48 2022,0:36:13.064661,0.2565536166547817,24.3799991607666,1.1738346815109253,1.6763980388641357
Wed May 18 08:43:46 2022,0:37:10.412538,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:44:43 2022,0:38:07.757069,0.25655370782248915,24.35999870300293,1.1730144023895264,1.676221489906311
Wed May 18 08:45:40 2022,0:39:05.183701,0.2565537987921384,24.34000015258789,1.1721959114074707,1.6760462522506714
Wed May 18 08:46:38 2022,0:40:02.556710,0.2565538897694053,24.31999969482422,1.1713773012161255,1.6758694648742676
Wed May 18 08:47:35 2022,0:40:59.945524,0.2565539804343496,24.299999237060547,1.17056143283844,1.6756951808929443
Wed May 18 08:48:32 2022,0:41:57.305849,0.25655407128211694,24.279998779296875,1.1697436571121216,1.675516963005066
Wed May 18 08:49:30 2022,0:42:54.680686,0.2565541165231776,24.26999855041504,1.1693365573883057,1.6754299402236938
Wed May 18 08:50:27 2022,0:43:52.082578,0.2565540939026473,24.274998664855957,1.1695401072502136,1.6754734516143799
