Timestamp,Time since start,Probe,pCo2,Temp in C,mbar,DLI
Wed May  4 11:58:54 2022,0:01:46.991890,0.1,0.2592265456914902,22.175000190734863,2.5230157375335693,3.8391839265823364
Wed May  4 12:00:26 2022,0:03:18.614774,1.0,0.25248175859451294,22.0049991607666,2.458207130432129,3.7619481086730957
Wed May  4 12:01:51 2022,0:04:43.694116,5.0,0.24915941804647446,22.199999809265137,2.424972891807556,3.688458561897278
Wed May  4 12:03:20 2022,0:06:12.550240,10.0,0.24698098748922348,22.309999465942383,2.403286933898926,3.643236756324768

Slope,Intercept,R^2
-0.0010224184739464402,0.2560774118130597,0.7465123326593961
