Fri May 13 19:43:37 2022,0:00:50.265765,0.25654194950398623,25.079999923706055,1.2827385663986206,1.7948890924453735

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:44:44 2022,0:00:50.307512,0.2565420318504867,25.059999465942383,1.2820088863372803,1.7946937084197998

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:45:50 2022,0:00:50.288567,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:46:56 2022,0:00:50.294927,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:48:01 2022,0:00:50.262398,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:49:06 2022,0:00:50.253174,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:50:11 2022,0:00:50.236776,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:51:15 2022,0:00:50.254106,0.2565420728561492,25.049999237060547,1.2816455960273743,1.7945979237556458

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:52:21 2022,0:00:50.256628,0.2565420318504867,25.059999465942383,1.2820088863372803,1.7946937084197998

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:53:27 2022,0:00:50.259930,0.2565420318504867,25.059999465942383,1.2820088863372803,1.7946937084197998

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:54:33 2022,0:00:50.281296,0.25654194950398623,25.079999923706055,1.2827385663986206,1.7948890924453735

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:55:38 2022,0:00:50.253347,0.2565422846565284,25.079999923706055,1.2795648574829102,1.7904481887817383

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:56:44 2022,0:00:50.243597,0.25654194950398623,25.079999923706055,1.2827385663986206,1.7948890924453735

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:57:49 2022,0:00:50.273029,0.2565420318504867,25.059999465942383,1.2820088863372803,1.7946937084197998

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 19:58:56 2022,0:00:50.263753,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:00:02 2022,0:00:50.276795,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:01:08 2022,0:00:50.238876,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:02:14 2022,0:00:50.268819,0.25654219594931305,25.01999855041504,1.280555009841919,1.7943084239959717

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:03:21 2022,0:00:50.258196,0.25654219594931305,25.01999855041504,1.280555009841919,1.7943084239959717

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:04:27 2022,0:00:50.269718,0.25654219594931305,25.01999855041504,1.280555009841919,1.7943084239959717

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:05:33 2022,0:00:50.292805,0.25654219594931305,25.01999855041504,1.280555009841919,1.7943084239959717

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:06:40 2022,0:00:50.289592,0.25654219594931305,25.01999855041504,1.280555009841919,1.7943084239959717

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:07:48 2022,0:00:50.271857,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:08:53 2022,0:00:50.260180,0.256542448648708,25.03999900817871,1.278111755847931,1.790061593055725

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:09:58 2022,0:00:50.255451,0.256542448648708,25.03999900817871,1.278111755847931,1.790061593055725

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:11:03 2022,0:00:50.288946,0.256542448648708,25.03999900817871,1.278111755847931,1.790061593055725

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:12:09 2022,0:00:50.270093,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:13:14 2022,0:00:50.284846,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:14:19 2022,0:00:50.222693,0.25654211386181175,25.03999900817871,1.2812823057174683,1.7945021390914917

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:15:25 2022,0:00:50.258102,0.25654253056100396,25.01999855041504,1.2773860096931458,1.7898680567741394

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:16:31 2022,0:00:50.309226,0.25654253056100396,25.01999855041504,1.2773860096931458,1.7898680567741394

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:17:36 2022,0:00:50.281937,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:18:41 2022,0:00:50.259077,0.25654261206956597,25.0,1.2766638398170471,1.7896785736083984

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:19:46 2022,0:00:50.242080,0.25654261206956597,25.0,1.2766638398170471,1.7896785736083984

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:20:51 2022,0:00:50.282286,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:21:55 2022,0:00:50.249192,0.25654261206956597,25.0,1.2766638398170471,1.7896785736083984

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:23:00 2022,0:00:50.277971,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:24:04 2022,0:00:50.270735,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:25:10 2022,0:00:50.307142,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:26:14 2022,0:00:50.248216,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:27:19 2022,0:00:50.259691,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:28:24 2022,0:00:50.262883,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:29:29 2022,0:00:50.259670,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:30:34 2022,0:00:50.241487,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:31:39 2022,0:00:50.242105,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:32:43 2022,0:00:50.232829,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:33:48 2022,0:00:50.264194,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:34:52 2022,0:00:50.238864,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:35:57 2022,0:00:50.290538,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:37:02 2022,0:00:50.322668,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:38:06 2022,0:00:50.273453,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:39:11 2022,0:00:50.253478,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:40:17 2022,0:00:50.236503,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:41:23 2022,0:00:50.296899,0.2565425713990788,25.00999927520752,1.2770241498947144,1.7897732257843018

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:42:29 2022,0:00:50.287273,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:43:35 2022,0:00:50.255937,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:44:42 2022,0:00:50.279568,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:45:48 2022,0:00:50.268643,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:46:54 2022,0:00:50.264318,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:48:00 2022,0:00:50.248672,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:49:05 2022,0:00:50.253437,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:50:10 2022,0:00:50.259530,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:51:16 2022,0:00:50.246912,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:52:21 2022,0:00:50.255151,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:53:27 2022,0:00:50.261292,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:54:32 2022,0:00:50.294199,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:55:38 2022,0:00:50.268557,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:56:44 2022,0:00:50.242673,0.25654290584318207,25.00999927520752,1.2738566994667053,1.7853330373764038

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:57:49 2022,0:00:50.266682,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 20:58:54 2022,0:00:50.255560,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:00:00 2022,0:00:50.245197,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:01:05 2022,0:00:50.275362,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:02:11 2022,0:00:50.244990,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:03:16 2022,0:00:50.235500,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:04:22 2022,0:00:50.261189,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:05:27 2022,0:00:50.264009,0.25654290584318207,25.00999927520752,1.2738566994667053,1.7853330373764038

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:06:33 2022,0:00:50.249095,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:07:38 2022,0:00:50.253041,0.2565430474624041,24.979999542236328,1.2725898027420044,1.7850470542907715

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:08:44 2022,0:00:50.241943,0.2565430474624041,24.979999542236328,1.2725898027420044,1.7850470542907715

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:09:49 2022,0:00:50.253175,0.2565430474624041,24.979999542236328,1.2725898027420044,1.7850470542907715

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:10:54 2022,0:00:50.257282,0.2565430474624041,24.979999542236328,1.2725898027420044,1.7850470542907715

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:12:00 2022,0:00:51.244431,0.2565430474624041,24.979999542236328,1.2725898027420044,1.7850470542907715

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:13:06 2022,0:00:50.329792,0.2565430474624041,24.979999542236328,1.2725898027420044,1.7850470542907715

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:14:12 2022,0:00:50.480736,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:15:18 2022,0:00:50.415848,0.2565429465136692,25.0,1.273496389389038,1.7852383852005005

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:16:25 2022,0:00:51.605737,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:17:32 2022,0:00:50.340626,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:18:40 2022,0:00:50.256967,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:19:46 2022,0:00:50.248711,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:20:51 2022,0:00:50.255171,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:21:58 2022,0:00:50.294442,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:23:03 2022,0:00:50.297127,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:24:09 2022,0:00:50.242062,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:25:15 2022,0:00:50.280745,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:26:21 2022,0:00:50.264958,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:27:27 2022,0:00:50.237098,0.2565428651726949,25.01999855041504,1.2742170095443726,1.7854276895523071

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:28:32 2022,0:00:50.221255,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:29:37 2022,0:00:50.284602,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:30:43 2022,0:00:50.276460,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:31:48 2022,0:00:50.300886,0.2565430759370774,25.03999900817871,1.2721464037895203,1.7812979221343994

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:32:52 2022,0:00:50.225805,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:33:56 2022,0:00:50.253639,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:35:01 2022,0:00:50.235070,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:36:06 2022,0:00:50.236620,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:37:10 2022,0:00:50.238733,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:38:15 2022,0:00:50.235349,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:39:21 2022,0:00:50.247381,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:40:28 2022,0:00:50.259831,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:41:34 2022,0:00:50.280135,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:42:41 2022,0:00:50.257458,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:43:47 2022,0:00:50.279048,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:44:53 2022,0:00:50.248221,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:45:59 2022,0:00:50.252690,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:47:05 2022,0:00:50.289247,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:48:11 2022,0:00:50.240111,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:49:16 2022,0:00:50.267683,0.2565433684385505,25.059999465942383,1.269351601600647,1.7769747972488403

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:50:20 2022,0:00:50.256017,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:51:25 2022,0:00:50.243545,0.25654295330097093,25.079999923706055,1.2732331156730652,1.78158837556839

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:52:30 2022,0:00:50.246085,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:53:34 2022,0:00:50.258569,0.2565426198090705,25.079999923706055,1.2763911485671997,1.786007285118103

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:54:39 2022,0:00:50.277558,0.2565427018051603,25.059999465942383,1.2756645679473877,1.7858123779296875

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
Fri May 13 21:55:44 2022,0:00:50.319087,0.25654278343560427,25.03999900817871,1.2749412059783936,1.7856210470199585

Slope,Intercept,R^2
-0.00102242,0.25667741,0.74651233
