Timestamp,Time since start,Probe,pCo2,Temp in C,mbar,DLI
Wed Apr 13 13:36:01 2022,0:00:55.867962,0.1,0.14756516367197037,23.329999923706055,1.4332813024520874,2.1086281538009644
Wed Apr 13 13:37:48 2022,0:02:42.706267,0.2,0.14825192838907242,23.31999969482422,1.4399776458740234,2.1190913915634155
Wed Apr 13 13:39:50 2022,0:04:45.035542,0.4,0.15033641457557678,23.469999313354492,1.459923803806305,2.141321897506714
Wed Apr 13 13:41:22 2022,0:06:16.710818,0.8,0.15342143177986145,23.69499969482422,1.489277184009552,2.1746081113815308
Wed Apr 13 13:42:56 2022,0:07:50.615787,1.0,0.15986471623182297,24.014999389648438,1.5509130954742432,2.23892343044281

Slope,R^2
0.012372503678003941,0.9157737228421688
